Local time in Guelmim,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E'si,ssssi
11/27/13 14:00,20,735,761.2,18,Wind blowing from the east-southeast,7,12,,,No Significant Clouds,10.0 and more,-5,,23.7,758.8,763.9,0.1,34,Wind blowing from the east-southeast,3,60%, ,,,,25.3,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,6.9,,,,,,
11/27/13 15:00,20,735,761.2,18,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,-5,,21.7,758.8,763.9,,46,Wind blowing from the north,2,no clouds, ,,,20.4,,,,,,,8,9.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
11/27/13 16:00,20,735,761.2,20,Wind blowing from the south-southeast,6,,,,No Significant Clouds,10.0 and more,-4,,23.5,759.1,764.2,0.3,38,Wind blowing from the north-east,1,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,8.5,,,,,,
11/27/13 17:00,19,734.9,761.2,19,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,-5,,27.2,759.5,764.5,0.4,29,Wind blowing from the south-southeast,4,no clouds, ,,,,,,,,,,12,7.6,,,,,,
11/27/13 18:00,18,734.8,761.2,21,Wind blowing from the east-southeast,5,,,,No Significant Clouds,10.0 and more,-5,,25.3,758.9,764,-0.6,39,Wind blowing from the north-northeast,2,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,10.2,,,,,,
11/28/13 7:00,14,736.6,763.5,23,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-7,,23.6,758.6,763.7,-0.3,36,Wind blowing from the east-northeast,1,50%, ,,,,27.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,7.6,,,,,,
11/28/13 8:00,14,737.4,764.3,23,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-7,,22.2,758,763.1,,30,Wind blowing from the east-southeast,11,20-30%, ,,,22.1,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,3.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
11/28/13 9:00,17,737.7,764.3,20,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,-6,,21.6,758.5,763.6,0.5,31,Wind blowing from the south-east,8,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,3.5,,,,,,
11/28/13 10:00,19,737.9,764.3,40,Wind blowing from the east,8,,,,No Significant Clouds,10.0 and more,5,,22.5,758.6,763.7,0.1,28,Wind blowing from the south-east,8,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,2.8,,,,,,
11/28/13 11:00,19,737.9,764.3,19,Wind blowing from the east-southeast,8,,,,No Significant Clouds,10.0 and more,-5,,20.7,757.7,762.8,-0.9,32,Wind blowing from the south-east,10,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,3.5,,,,,,
11/28/13 12:00,21,737.3,763.5,17,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,-5,,20,758.4,763.5,0.7,36,Wind blowing from the south-east,7,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,22.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%,600-1000,Altocumulus castellanus or floccus.,,10,4.5,,,,,,
11/28/13 13:00,22,735.9,762,16,Wind blowing from the south-east,8,13,,,No Significant Clouds,10.0 and more,-5,,19.6,759.3,764.5,,32,Wind blowing from the east-southeast,8,70 - 80%, ,,,14.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,2.6,0.3,24,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
11/28/13 14:00,23,736,762,16,Wind blowing from the east-southeast,7,,,,No Significant Clouds,10.0 and more,-4,,20.5,761.1,766.3,1.8,40,Wind blowing from the south,2,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,6.4,,,,,,
11/28/13 15:00,23,735.2,761.2,17,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,-3,,23.5,761.8,766.9,0.7,29,Wind blowing from the south,4,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,4.2,,,,,,
11/28/13 16:00,23,735.2,761.2,17,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,-3,,22.2,760.6,765.7,-1.2,32,Wind blowing from the north-east,5,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,4.5,,,,,,
11/28/13 17:00,22,735.1,761.2,20,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,-2,,20,760.9,766.1,0.3,40,Wind blowing from the north-east,4,20-30%, ,,,,24,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12,5.9,,,,,,
11/28/13 18:00,21,735.8,762,21,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,-2,,18.3,761.7,766.9,,44,Wind blowing from the south-east,4,no clouds, ,,,17.5,,,,,,,7,5.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
11/29/13 6:00,15,736.7,763.5,29,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-3,,20,762.1,767.3,0.4,35,Wind blowing from the south,2,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12,4.1,,,,,,
11/29/13 7:00,15,736.7,763.5,29,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,-3,,21.3,762.7,767.8,0.6,34,Wind blowing from the north-northeast,2,no clouds, ,,,,,,,,,,15,4.7,,,,,,
11/29/13 8:00,15,737.5,764.3,31,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,-2,,20.6,761.1,766.3,-1.6,56,Wind blowing from the north-east,3,no clouds, ,,,,,,,,,,15,11.6,,,,,,
11/29/13 9:00,19,737.9,764.3,24,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-2,,18.6,761.2,766.4,0.1,57,Wind blowing from the north-east,3,"10%  or less, but not 0", ,,,,21.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,9.9,,,,,,
11/29/13 10:00,21,738,764.3,21,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,-2,,18.4,761.4,766.6,,38,Wind blowing from the south,3,20-30%, ,,,16,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,3.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,
11/29/13 11:00,22,738.1,764.3,19,Wind blowing from the south-southeast,7,,,,No Significant Clouds,10.0 and more,-3,,19.4,762,767.2,0.6,32,Wind blowing from the south-east,7,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,2.2,,,,,,
11/29/13 12:00,23,737.4,763.5,16,Wind blowing from the south-southeast,8,,,,No Significant Clouds,10.0 and more,-4,,22.8,762.4,767.5,0.4,24,Wind blowing from the south-east,5,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,1.2,,,,,,
11/29/13 13:00,24,736.9,762.8,14,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,-5,,19.7,761.2,766.4,-1.2,68,Wind blowing from the north-northeast,5,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,13.7,,,,,,
11/29/13 14:00,24,736.1,762,15,Wind blowing from the south-southwest,6,,,,No Significant Clouds,10.0 and more,-4,,18.4,761.4,766.6,0.2,61,Wind blowing from the north-east,3,50%, ,,,,23.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,10.6,,,,,,
11/29/13 15:00,24,736.1,762,16,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,-3,,18,761.3,766.5,,36,Wind blowing from the east,3,20-30%, ,,,17,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,2.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
11/29/13 16:00,23,736,762,17,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,-3,,18.3,762,767.2,0.7,38,Wind blowing from the south-southeast,5,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,3.8,,,,,,
11/29/13 17:00,23,736,762,16,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,-4,,21.7,761.8,766.9,-0.2,21,Wind blowing from the south-east,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,-1.5,,,,,,
11/29/13 18:00,21,736.6,762.8,20,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,-3,,19.5,761.1,766.3,-0.7,55,Wind blowing from the north-northeast,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,10.2,,,,,,
11/30/13 6:00,15,736.1,762.8,36,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,0,,20.8,760.9,766,-0.2,32,Wind blowing from the south-east,4,60%, ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,3.3,,,,,,
11/30/13 7:00,16,736.2,762.8,31,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-1,,19,760.1,765.3,,24,Wind blowing from the east-southeast,15,no clouds, ,,,18.8,,,,,,,7,-2.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,
11/30/13 8:00,16,736.2,762.8,29,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2,,19.4,760.8,766,0.7,32,Wind blowing from the south-east,11,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,2.2,,,,,,
11/30/13 9:00,18,736.3,762.8,24,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-3,,21.2,761.5,766.6,0.7,37,Wind blowing from the east-southeast,10,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,5.8,,,,,,
11/30/13 11:00,22,736.7,762.8,17,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,-4,,22.8,760.5,765.6,-1,30,Wind blowing from the east-southeast,8,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,4.3,,,,,,
11/30/13 12:00,22,735.9,762,16,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,-5,,21.5,761.5,766.6,1,35,Wind blowing from the east-southeast,8,70 - 80%, ,,,,22.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,5.4,,,,,,
11/30/13 13:00,23,735.2,761.2,16,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,-4,,20.4,761.2,766.4,,41,Wind blowing from the east-southeast,8,60%, ,,,20.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,6.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
11/30/13 14:00,23,734.5,760.5,17,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,-3,,20.8,762.7,767.9,1.5,42,Wind blowing from the south-southeast,4,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,7.3,,,,,,
11/30/13 15:00,24,733.9,759.7,22,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,1,,23.7,763.6,768.7,0.9,31,Wind blowing from the south-east,5,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,5.4,,,,,,
11/30/13 16:00,23,733.8,759.7,25,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,2,,20.1,762.5,767.7,-1.1,59,Wind blowing from the north-northeast,2,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,11.8,,,,,,
11/30/13 17:00,21,733.6,759.7,27,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,1,,19,762.6,767.8,0.1,69,Wind blowing from the north-east,3,50%, ,,,,24.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,13.1,,,,,,
12/1/13 6:00,10,731.9,759,82,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,7,,19.9,762.8,768,,31,Wind blowing from the east-southeast,4,100%, ,,,16.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,
