Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2013-12-07 15:00:00,22.2,760.6,765.7,-1.2,32.0,Wind blowing from the north-east,5.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15.0,4.5,,,,,,
2013-12-07 18:00:00,20.0,760.9,766.1,0.3,40.0,Wind blowing from the north-east,4.0,20-30%, ,,,,24.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12.0,5.9,,,,,,
2013-12-08 06:00:00,18.3,761.7,766.9,,44.0,Wind blowing from the south-east,4.0,no clouds, ,,,17.5,,,,,,,7.0,5.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11.0,,
2013-12-08 09:00:00,20.0,762.1,767.3,0.4,35.0,Wind blowing from the south,2.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12.0,4.1,,,,,,
2013-12-08 12:00:00,21.3,762.7,767.8,0.6,34.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,,,,,,,,15.0,4.7,,,,,,
2013-12-08 15:00:00,20.6,761.1,766.3,-1.6,56.0,Wind blowing from the north-east,3.0,no clouds, ,,,,,,,,,,15.0,11.6,,,,,,
2013-12-08 18:00:00,18.6,761.2,766.4,0.1,57.0,Wind blowing from the north-east,3.0,"10%  or less, but not 0", ,,,,21.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,9.9,,,,,,
2013-12-09 06:00:00,18.4,761.4,766.6,,38.0,Wind blowing from the south,3.0,20-30%, ,,,16.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,3.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14.0,,
2013-12-09 09:00:00,19.4,762.0,767.2,0.6,32.0,Wind blowing from the south-east,7.0,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,2.2,,,,,,
2013-12-09 12:00:00,22.8,762.4,767.5,0.4,24.0,Wind blowing from the south-east,5.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,1.2,,,,,,
2013-12-09 15:00:00,19.7,761.2,766.4,-1.2,68.0,Wind blowing from the north-northeast,5.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,13.7,,,,,,
2013-12-09 18:00:00,18.4,761.4,766.6,0.2,61.0,Wind blowing from the north-east,3.0,50%, ,,,,23.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12.0,10.6,,,,,,
2013-12-10 06:00:00,18.0,761.3,766.5,,36.0,Wind blowing from the east,3.0,20-30%, ,,,17.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,2.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10.0,,
2013-12-10 09:00:00,18.3,762.0,767.2,0.7,38.0,Wind blowing from the south-southeast,5.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,3.8,,,,,,
2013-12-10 12:00:00,21.7,761.8,766.9,-0.2,21.0,Wind blowing from the south-east,4.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,-1.5,,,,,,
2013-12-10 15:00:00,19.5,761.1,766.3,-0.7,55.0,Wind blowing from the north-northeast,3.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,10.2,,,,,,
2013-12-10 18:00:00,20.8,760.9,766.0,-0.2,32.0,Wind blowing from the south-east,4.0,60%, ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,3.3,,,,,,
2013-12-11 06:00:00,19.0,760.1,765.3,,24.0,Wind blowing from the east-southeast,15.0,no clouds, ,,,18.8,,,,,,,7.0,-2.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12.0,,
2013-12-11 09:00:00,19.4,760.8,766.0,0.7,32.0,Wind blowing from the south-east,11.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,2.2,,,,,,
2013-12-11 12:00:00,21.2,761.5,766.6,0.7,37.0,Wind blowing from the east-southeast,10.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,5.8,,,,,,
2013-12-11 15:00:00,22.8,760.5,765.6,-1.0,30.0,Wind blowing from the east-southeast,8.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,4.3,,,,,,
2013-12-11 18:00:00,21.5,761.5,766.6,1.0,35.0,Wind blowing from the east-southeast,8.0,70 - 80%, ,,,,22.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,5.4,,,,,,
2013-12-12 06:00:00,20.4,761.2,766.4,,41.0,Wind blowing from the east-southeast,8.0,60%, ,,,20.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,6.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16.0,,
2013-12-12 09:00:00,20.8,762.7,767.9,1.5,42.0,Wind blowing from the south-southeast,4.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,7.3,,,,,,
2013-12-12 12:00:00,23.7,763.6,768.7,0.9,31.0,Wind blowing from the south-east,5.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,5.4,,,,,,
2013-12-12 15:00:00,20.1,762.5,767.7,-1.1,59.0,Wind blowing from the north-northeast,2.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,11.8,,,,,,
2013-12-12 18:00:00,19.0,762.6,767.8,0.1,69.0,Wind blowing from the north-east,3.0,50%, ,,,,24.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,13.1,,,,,,
2013-12-13 06:00:00,19.9,762.8,768.0,,31.0,Wind blowing from the east-southeast,4.0,100%, ,,,16.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,2.0,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12.0,,
2013-12-13 09:00:00,20.5,762.8,768.0,0.0,39.0,Wind blowing from the north-east,3.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,6.1,,,,,,
2013-12-13 12:00:00,17.7,762.9,768.1,0.1,69.0,Wind blowing from the north-northeast,2.0,70 - 80%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,11.8,,,,,,
2013-12-13 15:00:00,17.8,762.5,767.7,-0.4,76.0,Wind blowing from the north-west,1.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,13.5,,,,,,
2013-12-13 18:00:00,18.3,762.7,767.9,0.2,68.0,Wind blowing from the north-east,2.0,60%, ,,,,18.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,12.3,,,,,,
2013-12-14 06:00:00,16.0,762.0,767.2,,71.0,Wind blowing from the east-northeast,1.0,no clouds, ,,,15.8,,,,,,,7.0,10.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10.0,,
2013-12-14 09:00:00,17.0,763.1,768.3,1.1,71.0,Wind blowing from the south-southeast,1.0,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,7.0,11.6,,,,,,
2013-12-14 12:00:00,19.8,762.9,768.1,-0.2,61.0,Wind blowing from the west,1.0,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,12.0,,,,,,
2013-12-14 15:00:00,20.7,762.5,767.7,-0.4,60.0,Wind blowing from the north-east,3.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,12.5,,,,,,
2013-12-14 18:00:00,18.4,762.4,767.6,-0.1,59.0,Wind blowing from the north-east,4.0,20-30%, ,,,,20.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,10.1,,,,,,
2013-12-15 06:00:00,17.6,763.8,769.0,,45.0,Wind blowing from the east,2.0,no clouds, ,,,17.0,,,,,,,6.0,5.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15.0,,
2013-12-15 09:00:00,18.7,764.1,769.3,0.3,41.0,Wind blowing from the north-east,1.0,no clouds, ,,,,,,,,,,6.0,5.0,,,,,,
2013-12-15 12:00:00,21.4,763.9,769.1,-0.2,34.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,,,,,,,,7.0,4.9,,,,,,
2013-12-15 15:00:00,19.9,762.9,768.1,-1.0,63.0,Wind blowing from the north-east,2.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,12.6,,,,,,
2013-12-15 18:00:00,18.0,763.2,768.4,0.3,81.0,Wind blowing from the north-east,1.0,no clouds, ,,,,22.2,,,,,,5.0,14.7,,,,,,
2013-12-16 06:00:00,19.0,763.5,768.7,,49.0,Wind blowing from the south-east,5.0,100%, ,,,16.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,8.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10.0,,
2013-12-16 09:00:00,18.6,764.5,769.7,1.0,51.0,Wind blowing from the south-southwest,4.0,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10.0,8.3,,,,,,
2013-12-16 12:00:00,17.0,765.1,770.3,0.6,68.0,Wind blowing from the south-southeast,2.0,100%,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,8.0,11.0,0.1,6.0,,,,
2013-12-16 15:00:00,15.4,764.5,769.8,-0.6,78.0,Wind blowing from the north-northeast,2.0,100%,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,11.6,,,,,,
2013-12-16 18:00:00,14.7,764.3,769.6,-0.2,81.0,Wind blowing from the east-northeast,3.0,100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,19.2,Stratocumulus other than Stratocumulus cumulogenitus.,50%,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,7.0,11.5,0.8,12.0,,,,
2013-12-17 06:00:00,14.9,764.6,769.9,,69.0,Wind blowing from the east,1.0,50%, ,,,14.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,9.2,0.8,24.0,Surface of ground moist.,11.0,,
2013-12-17 09:00:00,15.5,766.4,771.7,1.8,71.0,Wind blowing from the south,1.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,10.3,,,,,,
2013-12-17 12:00:00,18.1,766.5,771.7,0.1,61.0,Wind blowing from the north-west,2.0,no clouds, ,,,,,,,,,,8.0,10.4,,,,,,
2013-12-17 15:00:00,18.6,765.6,770.8,-0.9,60.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,,,,,,,8.0,10.6,,,,,,
2013-12-17 18:00:00,16.9,765.6,770.8,0.0,70.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,18.8,,,,,,10.0,11.4,,,,,,
2013-12-18 06:00:00,15.3,765.7,771.0,,84.0,Wind blowing from the east-southeast,2.0,no clouds, ,,,15.0,,,,,,,7.0,12.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8.0,,
